s,E0,E1,E2,E3,gap,K
4.289999999999999925e-01,-1.257716703024468474e+00,-4.002687128544575312e-01,4.289999999999999369e-01,1.228985415878925958e+00,8.574479901700109430e-01,1.377301890825573416e+00
4.294999999999999929e-01,-1.257113885032922207e+00,-4.006254315047925174e-01,4.295000000000001039e-01,1.228239316537714787e+00,8.564884535281296341e-01,1.381915658927020951e+00
4.299999999999999933e-01,-1.256512196058899633e+00,-4.009815503380857460e-01,4.300000000000000488e-01,1.227493746396985275e+00,8.555306457208138315e-01,1.386540242393337508e+00
4.304999999999999938e-01,-1.255911638958290943e+00,-4.013370673717850390e-01,4.305000000000000493e-01,1.226748706330075711e+00,8.545745715865058489e-01,1.391175602587277016e+00
4.309999999999999942e-01,-1.255312216591509600e+00,-4.016919806204463650e-01,4.310000000000000497e-01,1.226004197211955971e+00,8.536202359710631793e-01,1.395821700006117716e+00
4.314999999999999947e-01,-1.254713931823460582e+00,-4.020462880957712537e-01,4.314999999999999947e-01,1.225260219919231730e+00,8.526676437276893283e-01,1.400478494274805419e+00
4.319999999999999951e-01,-1.254116787523504861e+00,-4.023999878066412128e-01,4.320000000000000506e-01,1.224516775330146690e+00,8.517167997168636484e-01,1.405145944139069902e+00
4.324999999999999956e-01,-1.253520786565428535e+00,-4.027530777591534217e-01,4.325000000000000511e-01,1.223773864324582128e+00,8.507677088062750581e-01,1.409824007458545747e+00
4.329999999999999960e-01,-1.252925931827405748e+00,-4.031055559566580904e-01,4.329999999999998295e-01,1.223031487784064009e+00,8.498203758707476574e-01,1.414512641199922260e+00
4.334999999999999964e-01,-1.252332226191967379e+00,-4.034574203997947639e-01,4.335000000000001075e-01,1.222289646591762313e+00,8.488748057921726708e-01,1.419211801430060094e+00
4.339999999999999969e-01,-1.251739672545963078e+00,-4.038086690865294037e-01,4.340000000000000524e-01,1.221548341632492374e+00,8.479310034594336187e-01,1.423921443309150936e+00
4.344999999999999973e-01,-1.251148273780525511e+00,-4.041593000121936341e-01,4.345000000000000528e-01,1.220807573792719092e+00,8.469889737683318209e-01,1.428641521083865662e+00
4.349999999999999978e-01,-1.250558032791036833e+00,-4.045093111695213239e-01,4.349999999999999423e-01,1.220067343960558714e+00,8.460487216215155648e-01,1.433371988080505588e+00
4.354999999999999982e-01,-1.249968952477089612e+00,-4.048587005486894985e-01,4.354999999999998872e-01,1.219327653025778613e+00,8.451102519284001691e-01,1.438112796698186813e+00
4.359999999999999987e-01,-1.249381035742448853e+00,-4.052074661373569753e-01,4.360000000000000542e-01,1.218588501879805275e+00,8.441735696050918225e-01,1.442863898402020562e+00
4.364999999999999991e-01,-1.248794285495017808e+00,-4.055556059207022224e-01,4.365000000000000546e-01,1.217849891415719865e+00,8.432386795743156416e-01,1.447625243716283538e+00
4.369999999999999996e-01,-1.248208704646794676e+00,-4.059031178814683227e-01,4.369999999999999440e-01,1.217111822528263998e+00,8.423055867653264084e-01,1.452396782217669324e+00
4.375000000000000000e-01,-1.247624296113841513e+00,-4.062500000000000000e-01,4.375000000000000000e-01,1.216374296113841513e+00,8.413742961138415133e-01,1.457178462528453622e+00
4.380000000000000004e-01,-1.247041062816233392e+00,-4.065962502542868062e-01,4.379999999999999449e-01,1.215637313070520031e+00,8.404448125619465859e-01,1.461970232309796058e+00
4.385000000000000009e-01,-1.246459007678029529e+00,-4.069418666200046997e-01,4.385000000000000564e-01,1.214900874298034505e+00,8.395171410580248850e-01,1.466772038254937405e+00
4.390000000000000013e-01,-1.245878133627228213e+00,-4.072868470705591770e-01,4.389999999999999458e-01,1.214164980697786778e+00,8.385912865566690355e-01,1.471583826082511148e+00
4.395000000000000018e-01,-1.245298443595724613e+00,-4.076311895771277394e-01,4.395000000000000018e-01,1.213429633172852018e+00,8.376672540185968741e-01,1.476405540529820648e+00
4.400000000000000022e-01,-1.244719940519271928e+00,-4.079748921087030800e-01,4.400000000000000577e-01,1.212694832627975172e+00,8.367450484105688480e-01,1.481237125346154038e+00
4.405000000000000027e-01,-1.244142627337438300e+00,-4.083179526321386588e-01,4.404999999999998361e-01,1.211960579969576735e+00,8.358246747052996417e-01,1.486078523286130215e+00
4.410000000000000031e-01,-1.243566506993564413e+00,-4.086603691121927229e-01,4.410000000000000586e-01,1.211226876105757411e+00,8.349061378813716905e-01,1.490929676103052604e+00
4.415000000000000036e-01,-1.242991582434719966e+00,-4.090021395115719938e-01,4.415000000000000036e-01,1.210493721946291901e+00,8.339894429231480277e-01,1.495790524542293332e+00
4.420000000000000040e-01,-1.242417856611660598e+00,-4.093432617909799065e-01,4.420000000000000595e-01,1.209761118402640001e+00,8.330745948206806917e-01,1.500661008334710944e+00
4.425000000000000044e-01,-1.241845332478783703e+00,-4.096837339091615737e-01,4.425000000000000600e-01,1.209029066387945273e+00,8.321615985696221296e-01,1.505541066190093202e+00
4.430000000000000049e-01,-1.241274012994083353e+00,-4.100235538229500820e-01,4.429999999999999494e-01,1.208297566817033042e+00,8.312504591711332713e-01,1.510430635790617204e+00
4.435000000000000053e-01,-1.240703901119105002e+00,-4.103627194873152306e-01,4.435000000000000053e-01,1.207566620606419949e+00,8.303411816317898264e-01,1.515329653784359243e+00
4.440000000000000058e-01,-1.240134999818900408e+00,-4.107012288554102164e-01,4.440000000000000613e-01,1.206836228674310396e+00,8.294337709634902467e-01,1.520238055778823538e+00
4.445000000000000062e-01,-1.239567312061979898e+00,-4.110390798786215938e-01,4.445000000000000617e-01,1.206106391940601208e+00,8.285282321833582486e-01,1.525155776334517377e+00
4.450000000000000067e-01,-1.239000840820266180e+00,-4.113762705066163483e-01,4.449999999999998401e-01,1.205377111326882300e+00,8.276245703136497767e-01,1.530082748958540018e+00
4.455000000000000071e-01,-1.238435589069047715e+00,-4.117127986873929668e-01,4.455000000000000071e-01,1.204648387756441341e+00,8.267227903816547485e-01,1.535018906098228220e+00
4.460000000000000075e-01,-1.237871559786929865e+00,-4.120486623673316195e-01,4.460000000000000631e-01,1.203920222154262198e+00,8.258228974195982452e-01,1.539964179134834632e+00
4.465000000000000080e-01,-1.237308755955783379e+00,-4.123838594912434541e-01,4.464999999999998415e-01,1.203192615447027158e+00,8.249248964645399251e-01,1.544918498377253702e+00
4.470000000000000084e-01,-1.236747180560700432e+00,-4.127183880024237195e-01,4.469999999999999529e-01,1.202465568563124476e+00,8.240287925582767681e-01,1.549881793055762236e+00
4.475000000000000089e-01,-1.236186836589941773e+00,-4.130522458427021704e-01,4.475000000000000089e-01,1.201739082432643713e+00,8.231345907472396028e-01,1.554853991315833683e+00
4.480000000000000093e-01,-1.235627727034884771e+00,-4.133854309524966908e-01,4.480000000000000648e-01,1.201013157987381286e+00,8.222422960823880800e-01,1.559835020211990164e+00
4.485000000000000098e-01,-1.235069854889976559e+00,-4.137179412708640869e-01,4.484999999999999543e-01,1.200287796160841358e+00,8.213519136191125281e-01,1.564824805701670929e+00
4.490000000000000102e-01,-1.234513223152679862e+00,-4.140497747355578184e-01,4.490000000000000657e-01,1.199562997888237836e+00,8.204634484171220432e-01,1.569823272639205403e+00
4.495000000000000107e-01,-1.233957834823419919e+00,-4.143809292830767377e-01,4.495000000000000107e-01,1.198838764106496146e+00,8.195769055403432368e-01,1.574830344769782453e+00
4.500000000000000111e-01,-1.233403692905533644e+00,-4.147114028487247084e-01,4.500000000000000666e-01,1.198115095754257897e+00,8.186922900568089911e-01,1.579845944723502260e+00
4.505000000000000115e-01,-1.232850800405215885e+00,-4.150411933666627862e-01,4.505000000000000671e-01,1.197391993771878438e+00,8.178096070385530991e-01,1.584869994009467487e+00
4.510000000000000120e-01,-1.232299160331466137e+00,-4.153702987699654514e-01,4.509999999999999565e-01,1.196669459101431521e+00,8.169288615615006854e-01,1.589902413009921522e+00
4.515000000000000124e-01,-1.231748775696031917e+00,-4.156987169906796731e-01,4.515000000000000124e-01,1.195947492686711300e+00,8.160500587053522992e-01,1.594943120974482653e+00
4.520000000000000129e-01,-1.231199649513354366e+00,-4.160264459598778664e-01,4.519999999999998463e-01,1.195226095473231887e+00,8.151732035534764442e-01,1.599992036014385999e+00
4.525000000000000133e-01,-1.230651784800513404e+00,-4.163534836077191770e-01,4.524999999999999578e-01,1.194505268408233345e+00,8.142983011927942272e-01,1.605049075096817379e+00
4.530000000000000138e-01,-1.230105184577173993e+00,-4.166798278635057140e-01,4.530000000000000693e-01,1.193785012440679694e+00,8.134253567136682239e-01,1.610114154039284040e+00
4.535000000000000142e-01,-1.229559851865522635e+00,-4.170054766557414472e-01,4.535000000000000142e-01,1.193065328521263568e+00,8.125543752097812433e-01,1.615187187504086408e+00
4.540000000000000147e-01,-1.229015789690214078e+00,-4.173304279121930471e-01,4.540000000000000702e-01,1.192346217602407110e+00,8.116853617780210861e-01,1.620268088992828037e+00
4.545000000000000151e-01,-1.228473001078313365e+00,-4.176546795599472284e-01,4.545000000000000706e-01,1.191627680638260411e+00,8.108183215183661918e-01,1.625356770840978182e+00
4.550000000000000155e-01,-1.227931489059236547e+00,-4.179782295254745872e-01,4.549999999999999600e-01,1.190909718584711063e+00,8.099532595337619600e-01,1.630453144212552274e+00
4.555000000000000160e-01,-1.227391256664690733e+00,-4.183010757346884434e-01,4.555000000000000160e-01,1.190192332399378827e+00,8.090901809300022895e-01,1.635557119094805945e+00
4.560000000000000164e-01,-1.226852306928614134e+00,-4.186232161130076790e-01,4.560000000000000719e-01,1.189475523041621408e+00,8.082290908156064546e-01,1.640668604293056942e+00
4.565000000000000169e-01,-1.226314642887116335e+00,-4.189446485854189661e-01,4.564999999999999614e-01,1.188759291472535340e+00,8.073699943016974245e-01,1.645787507425533036e+00
4.570000000000000173e-01,-1.225778267578416569e+00,-4.192653710765391617e-01,4.569999999999998508e-01,1.188043638654955991e+00,8.065128965018774077e-01,1.650913734918329157e+00
4.575000000000000178e-01,-1.225243184042781541e+00,-4.195853815106805329e-01,4.575000000000001288e-01,1.187328565553462667e+00,8.056578025321010639e-01,1.656047192000430712e+00
4.580000000000000182e-01,-1.224709395322464811e+00,-4.199046778119126522e-01,4.580000000000000737e-01,1.186614073134377279e+00,8.048047175105521589e-01,1.661187782698807736e+00
4.585000000000000187e-01,-1.224176904461639737e+00,-4.202232579041291216e-01,4.585000000000000742e-01,1.185900162365769006e+00,8.039536465575105595e-01,1.666335409833630710e+00
4.590000000000000191e-01,-1.223645714506341076e+00,-4.205411197111127430e-01,4.589999999999999636e-01,1.185186834217453633e+00,8.031045947952283326e-01,1.671489975013509932e+00
4.595000000000000195e-01,-1.223115828504396596e+00,-4.208582611566003551e-01,4.595000000000000195e-01,1.184474089660996654e+00,8.022575673477962965e-01,1.676651378630865663e+00
4.600000000000000200e-01,-1.222587249505363349e+00,-4.211746801643514448e-01,4.600000000000001865e-01,1.183761929669715052e+00,8.014125693410119045e-01,1.681819519857396639e+00
4.605000000000000204e-01,-1.222059980560463943e+00,-4.214903746582130406e-01,4.604999999999999649e-01,1.183050355218676852e+00,8.005696059022509026e-01,1.686994296639571234e+00
4.610000000000000209e-01,-1.221534024722517264e+00,-4.218053425621901553e-01,4.609999999999999654e-01,1.182339367284707121e+00,7.997286821603271090e-01,1.692175605694302476e+00
4.615000000000000213e-01,-1.221009385045873863e+00,-4.221195818005123446e-01,4.615000000000000213e-01,1.181628966846385964e+00,7.988898032453615183e-01,1.697363342504642159e+00
4.620000000000000218e-01,-1.220486064586348007e+00,-4.224330902977034841e-01,4.620000000000000773e-01,1.180919154884051192e+00,7.980529742886445232e-01,1.702557401315614838e+00
4.625000000000000222e-01,-1.219964066401148406e+00,-4.227458659786522133e-01,4.625000000000000777e-01,1.180209932379800764e+00,7.972182004224961371e-01,1.707757675130140207e+00
4.630000000000000226e-01,-1.219443393548812704e+00,-4.230579067686803807e-01,4.629999999999999671e-01,1.179501300317493895e+00,7.963854867801323234e-01,1.712964055705025412e+00
4.635000000000000231e-01,-1.218924049089134876e+00,-4.233692105936166516e-01,4.635000000000000231e-01,1.178793259682751282e+00,7.955548384955182240e-01,1.718176433547125459e+00
4.640000000000000235e-01,-1.218406036083095945e+00,-4.236797753798656196e-01,4.640000000000000790e-01,1.178085811462961541e+00,7.947262607032303805e-01,1.723394697909540474e+00
4.645000000000000240e-01,-1.217889357592794930e+00,-4.239895990544819138e-01,4.644999999999999685e-01,1.177378956647276542e+00,7.938997585383129607e-01,1.728618736787965515e+00
4.650000000000000244e-01,-1.217374016681375348e+00,-4.242986795452415305e-01,4.649999999999999689e-01,1.176672696226617632e+00,7.930753371361338733e-01,1.733848436917125646e+00
4.655000000000000249e-01,-1.216860016412958156e+00,-4.246070147807165518e-01,4.655000000000001359e-01,1.175967031193674517e+00,7.922530016322415491e-01,1.739083683767319366e+00
4.660000000000000253e-01,-1.216347359852560484e+00,-4.249146026903483087e-01,4.660000000000000808e-01,1.175261962542908822e+00,7.914327571622121749e-01,1.744324361541115920e+00
4.665000000000000258e-01,-1.215836050066031682e+00,-4.252214412045225433e-01,4.664999999999998592e-01,1.174557491270553866e+00,7.906146088615091383e-01,1.749570353170110115e+00
4.670000000000000262e-01,-1.215326090119975166e+00,-4.255275282546446824e-01,4.670000000000000817e-01,1.173853618374619767e+00,7.897985618653304840e-01,1.754821540311818140e+00
4.675000000000000266e-01,-1.214817483081672700e+00,-4.258328617732156651e-01,4.675000000000000266e-01,1.173150344854888338e+00,7.889846213084570348e-01,1.760077803346729919e+00
4.680000000000000271e-01,-1.214310232019013114e+00,-4.261374396939086040e-01,4.680000000000000826e-01,1.172447671712921746e+00,7.881727923251045098e-01,1.765339021375412987e+00
4.685000000000000275e-01,-1.213804340000413928e+00,-4.264412599516454461e-01,4.685000000000000830e-01,1.171745599952059402e+00,7.873630800487685377e-01,1.770605072215794440e+00
4.690000000000000280e-01,-1.213299810094746078e+00,-4.267443204826760761e-01,4.689999999999998614e-01,1.171044130577422404e+00,7.865554896120700024e-01,1.775875832400555021e+00
4.695000000000000284e-01,-1.212796645371256865e+00,-4.270466192246549775e-01,4.695000000000001394e-01,1.170343264595911537e+00,7.857500261466019431e-01,1.781151177174638223e+00
4.700000000000000289e-01,-1.212294848899492017e+00,-4.273481541167222231e-01,4.700000000000000844e-01,1.169643003016214156e+00,7.849466947827697938e-01,1.786430980492909937e+00
4.705000000000000293e-01,-1.211794423749216865e+00,-4.276489230995817459e-01,4.705000000000000848e-01,1.168943346848799303e+00,7.841455006496351743e-01,1.791715115017940896e+00
4.710000000000000298e-01,-1.211295372990340180e+00,-4.279489241155815527e-01,4.709999999999999742e-01,1.168244297105921703e+00,7.833464488747585719e-01,1.797003452117905908e+00
4.715000000000000302e-01,-1.210797699692831131e+00,-4.282481551087954919e-01,4.715000000000000302e-01,1.167545854801626426e+00,7.825495445840355835e-01,1.802295861864662729e+00
4.720000000000000306e-01,-1.210301406926642009e+00,-4.285466140251054656e-01,4.720000000000000862e-01,1.166848020951746667e+00,7.817547929015364883e-01,1.807592213031938178e+00
4.725000000000000311e-01,-1.209806497761625632e+00,-4.288442988122804223e-01,4.724999999999999756e-01,1.166150796573905746e+00,7.809621989493451544e-01,1.812892373093650367e+00
4.730000000000000315e-01,-1.209312975267453627e+00,-4.291412074200632309e-01,4.730000000000000870e-01,1.165454182687516660e+00,7.801717678473903961e-01,1.818196208222411903e+00
4.735000000000000320e-01,-1.208820842513538496e+00,-4.294373378002513952e-01,4.734999999999999210e-01,1.164758180313790303e+00,7.793835047132871008e-01,1.823503583288120566e+00
4.740000000000000324e-01,-1.208330102568945463e+00,-4.297326879067815408e-01,4.740000000000000879e-01,1.164062790475726805e+00,7.785974146621639225e-01,1.828814361856770709e+00
4.745000000000000329e-01,-1.207840758502310985e+00,-4.300272556958144032e-01,4.745000000000000884e-01,1.163368014198124634e+00,7.778135028064965262e-01,1.834128406189351690e+00
4.750000000000000333e-01,-1.207352813381760592e+00,-4.303210391258203704e-01,4.750000000000000888e-01,1.162673852507581040e+00,7.770317742559402774e-01,1.839445577240932161e+00
4.755000000000000338e-01,-1.206866270274823627e+00,-4.306140361576651920e-01,4.755000000000000338e-01,1.161980306432488952e+00,7.762522341171584905e-01,1.844765734659886913e+00
4.760000000000000342e-01,-1.206381132248345978e+00,-4.309062447546955221e-01,4.760000000000000897e-01,1.161287377003041410e+00,7.754748874936504555e-01,1.850088736787289800e+00
4.765000000000000346e-01,-1.205897402368407256e+00,-4.311976628828264602e-01,4.764999999999999791e-01,1.160595065251233127e+00,7.746997394855807961e-01,1.855414440656447672e+00
4.770000000000000351e-01,-1.205415083700231538e+00,-4.314882885106309796e-01,4.770000000000000906e-01,1.159903372210862704e+00,7.739267951896005027e-01,1.860742701992634363e+00
4.775000000000000355e-01,-1.204934179308102760e+00,-4.317781196094253038e-01,4.775000000000000355e-01,1.159212298917527528e+00,7.731560596986775113e-01,1.866073375212930152e+00
4.780000000000000360e-01,-1.204454692255273685e+00,-4.320671541533597226e-01,4.780000000000000915e-01,1.158521846408633316e+00,7.723875381019139619e-01,1.871406313426288825e+00
4.785000000000000364e-01,-1.203976625603883965e+00,-4.323553901195085203e-01,4.785000000000000919e-01,1.157832015723391894e+00,7.716212354843754451e-01,1.876741368433715751e+00
4.790000000000000369e-01,-1.203499982414861558e+00,-4.326428254879581825e-01,4.789999999999998703e-01,1.157142807902819648e+00,7.708571569269033752e-01,1.882078390728670447e+00
4.795000000000000373e-01,-1.203024765747844338e+00,-4.329294582418997117e-01,4.795000000000000373e-01,1.156454223989743735e+00,7.700953075059446817e-01,1.887417229497577731e+00
4.799999999999999822e-01,-1.202550978661078185e+00,-4.332152863677197208e-01,4.799999999999999822e-01,1.155766265028798090e+00,7.693356922933585196e-01,1.892757732620608424e+00
4.804999999999999827e-01,-1.202078624211336821e+00,-4.335003078550916378e-01,4.805000000000000382e-01,1.155078932066428088e+00,7.685783163562451836e-01,1.898099746672505583e+00
4.809999999999999831e-01,-1.201607705453823005e+00,-4.337845206970692424e-01,4.810000000000000386e-01,1.154392226150892320e+00,7.678231847567538182e-01,1.903443116923722256e+00
4.814999999999999836e-01,-1.201138225442079488e+00,-4.340679228901791475e-01,4.814999999999999281e-01,1.153706148332258818e+00,7.670703025519003404e-01,1.908787687341648942e+00
4.819999999999999840e-01,-1.200670187227897978e+00,-4.343505124345147239e-01,4.819999999999999840e-01,1.153020699662413051e+00,7.663196747933832542e-01,1.914133300592057774e+00
4.824999999999999845e-01,-1.200203593861220330e+00,-4.346322873338302473e-01,4.825000000000000400e-01,1.152335881195050593e+00,7.655713065273901385e-01,1.919479798040742757e+00
4.829999999999999849e-01,-1.199738448390051504e+00,-4.349132455956359888e-01,4.829999999999999294e-01,1.151651693985687563e+00,7.648252027944155707e-01,1.924827019755314339e+00
4.834999999999999853e-01,-1.199274753860358977e+00,-4.351933852312934170e-01,4.835000000000000409e-01,1.150968139091652631e+00,7.640813686290655049e-01,1.930174804507226227e+00
4.839999999999999858e-01,-1.198812513315983708e+00,-4.354727042561123418e-01,4.839999999999998748e-01,1.150285217572095231e+00,7.633398090598713104e-01,1.935522989773940994e+00
4.844999999999999862e-01,-1.198351729798537768e+00,-4.357512006894461720e-01,4.845000000000000417e-01,1.149602930487984009e+00,7.626005291090915961e-01,1.940871411741351471e+00
4.849999999999999867e-01,-1.197892406347313088e+00,-4.360288725547890598e-01,4.850000000000000422e-01,1.148921278902102383e+00,7.618635337925240281e-01,1.946219905306332487e+00
4.854999999999999871e-01,-1.197434545999184419e+00,-4.363057178798754321e-01,4.854999999999999316e-01,1.148240263879059864e+00,7.611288281193089311e-01,1.951568304079541516e+00
4.859999999999999876e-01,-1.196978151788507860e+00,-4.365817346967766355e-01,4.859999999999999876e-01,1.147559886485284730e+00,7.603964170917312249e-01,1.956916440388395406e+00
4.864999999999999880e-01,-1.196523226747027602e+00,-4.368569210420014115e-01,4.865000000000000435e-01,1.146880147789029358e+00,7.596663057050261347e-01,1.962264145280254057e+00
4.869999999999999885e-01,-1.196069773903772893e+00,-4.371312749565923195e-01,4.869999999999999329e-01,1.146201048860365335e+00,7.589384989471805731e-01,1.967611248525797052e+00
4.874999999999999889e-01,-1.195617796284962786e+00,-4.374047944862303194e-01,4.874999999999999334e-01,1.145522590771193228e+00,7.582130017987325221e-01,1.972957578622629438e+00
4.879999999999999893e-01,-1.195167296913903998e+00,-4.376774776813324164e-01,4.879999999999999893e-01,1.144844774595236592e+00,7.574898192325716373e-01,1.978302962799080689e+00
4.884999999999999898e-01,-1.194718278810891654e+00,-4.379493225971526904e-01,4.885000000000000453e-01,1.144167601408043966e+00,7.567689562137389636e-01,1.983647227018183745e+00
4.889999999999999902e-01,-1.194270744993105371e+00,-4.382203272938856586e-01,4.889999999999998237e-01,1.143491072286991317e+00,7.560504176992197678e-01,1.988990195981947595e+00
4.894999999999999907e-01,-1.193824698474513779e+00,-4.384904898367668613e-01,4.895000000000000462e-01,1.142815188311280483e+00,7.553342086377469178e-01,1.994331693135733552e+00
4.899999999999999911e-01,-1.193380142265766608e+00,-4.387598082961776114e-01,4.899999999999999911e-01,1.142139950561944506e+00,7.546203339695889412e-01,1.999671540672946390e+00
4.904999999999999916e-01,-1.192937079374094544e+00,-4.390282807477460247e-01,4.905000000000000471e-01,1.141465360121840744e+00,7.539087986263485197e-01,2.005009559539875585e+00
4.909999999999999920e-01,-1.192495512803205759e+00,-4.392959052724529911e-01,4.909999999999999365e-01,1.140791418075659092e+00,7.531996075307527683e-01,2.010345569440790126e+00
4.914999999999999925e-01,-1.192055445553183990e+00,-4.395626799567353693e-01,4.915000000000000480e-01,1.140118125509918645e+00,7.524927655964486206e-01,2.015679388843227837e+00
4.919999999999999929e-01,-1.191616880620379071e+00,-4.398286028925916802e-01,4.919999999999999929e-01,1.139445483512971036e+00,7.517882777277873352e-01,2.021010834983555160e+00
4.924999999999999933e-01,-1.191179820997309236e+00,-4.400936721776856908e-01,4.925000000000000488e-01,1.138773493174994433e+00,7.510861488196235447e-01,2.026339723872656595e+00
4.929999999999999938e-01,-1.190744269672547873e+00,-4.403578859154557157e-01,4.930000000000000493e-01,1.138102155588003317e+00,7.503863837570921014e-01,2.031665870301987198e+00
4.934999999999999942e-01,-1.190310229630626271e+00,-4.406212422152179231e-01,4.935000000000000497e-01,1.137431471845844477e+00,7.496889874154083477e-01,2.036989087849702340e+00
4.939999999999999947e-01,-1.189877703851920376e+00,-4.408837391922746374e-01,4.939999999999999947e-01,1.136761443044194797e+00,7.489939646596457390e-01,2.042309188887128535e+00
4.944999999999999951e-01,-1.189446695312545765e+00,-4.411453749680225300e-01,4.944999999999998286e-01,1.136092070280567912e+00,7.483013203445232353e-01,2.047625984585432324e+00
4.949999999999999956e-01,-1.189017206984251285e+00,-4.414061476700590347e-01,4.949999999999999400e-01,1.135423354654310435e+00,7.476110593141922500e-01,2.052939284922485896e+00
4.954999999999999960e-01,-1.188589241834310917e+00,-4.416660554322924259e-01,4.954999999999999405e-01,1.134755297266603513e+00,7.469231864020184908e-01,2.058248898690010709e+00
4.959999999999999964e-01,-1.188162802825413866e+00,-4.419250963950490108e-01,4.959999999999998854e-01,1.134087899220463269e+00,7.462377064303649110e-01,2.063554633500935154e+00
4.964999999999999969e-01,-1.187737892915557314e+00,-4.421832687051841515e-01,4.965000000000000524e-01,1.133421161620741469e+00,7.455546242103732180e-01,2.068856295796993372e+00
4.969999999999999973e-01,-1.187314515057935838e+00,-4.424405705161912339e-01,4.970000000000001639e-01,1.132755085574126852e+00,7.448739445417446037e-01,2.074153690856564314e+00
4.974999999999999978e-01,-1.186892672200830834e+00,-4.426969999883124118e-01,4.975000000000000533e-01,1.132089672189142693e+00,7.441956722125184776e-01,2.079446622802743949e+00
4.979999999999999982e-01,-1.186472367287501273e+00,-4.429525552886494633e-01,4.979999999999999982e-01,1.131424922576150793e+00,7.435198119988517540e-01,2.084734894611670164e+00
4.984999999999999987e-01,-1.186053603256074451e+00,-4.432072345912744238e-01,4.985000000000000542e-01,1.130760837847349043e+00,7.428463686648000275e-01,2.090018308121045720e+00
4.989999999999999991e-01,-1.185636383039429864e+00,-4.434610360773420523e-01,4.989999999999999436e-01,1.130097419116771640e+00,7.421753469620877564e-01,2.095296664038987622e+00
4.994999999999999996e-01,-1.185220709565090846e+00,-4.437139579352024077e-01,4.994999999999999440e-01,1.129434667500293754e+00,7.415067516298884387e-01,2.100569761953050563e+00
5.000000000000000000e-01,-1.184806585755113550e+00,-4.439659983605119264e-01,5.000000000000000000e-01,1.128772584115625088e+00,7.408405873946015685e-01,2.105837400339488852e+00
5.005000000000000560e-01,-1.184394014525967709e+00,-4.442171555563475538e-01,5.004999999999999449e-01,1.128111170082315651e+00,7.401768589696201550e-01,2.111099376572853181e+00
5.010000000000000009e-01,-1.183982998788431384e+00,-4.444674277333200973e-01,5.010000000000001119e-01,1.127450426521751092e+00,7.395155710551113426e-01,2.116355486935710406e+00
5.015000000000000568e-01,-1.183573541447472177e+00,-4.447168131096885246e-01,5.015000000000000568e-01,1.126790354557160478e+00,7.388567283377835970e-01,2.121605526628727922e+00
5.020000000000000018e-01,-1.183165645402134869e+00,-4.449653099114720955e-01,5.020000000000000018e-01,1.126130955313606963e+00,7.382003354906627735e-01,2.126849289780912589e+00
5.025000000000000577e-01,-1.182759313545425961e+00,-4.452129163725694339e-01,5.025000000000001688e-01,1.125472229917994671e+00,7.375463971728565271e-01,2.132086569460184933e+00
5.030000000000000027e-01,-1.182354548764200874e+00,-4.454596307348671624e-01,5.030000000000001137e-01,1.124814179499067590e+00,7.368949180293337120e-01,2.137317157684110569e+00
5.035000000000000586e-01,-1.181951353939043603e+00,-4.457054512483628606e-01,5.035000000000001696e-01,1.124156805187405794e+00,7.362459026906806869e-01,2.142540845431014418e+00
5.040000000000000036e-01,-1.181549731944158577e+00,-4.459503761712737546e-01,5.040000000000000036e-01,1.123500108115431884e+00,7.355993557728848220e-01,2.147757422651170867e+00
5.045000000000000595e-01,-1.181149685647246983e+00,-4.461944037701583987e-01,5.045000000000001705e-01,1.122844089417405211e+00,7.349552818770885843e-01,2.152966678278425583e+00
5.050000000000000044e-01,-1.180751217909395967e+00,-4.464375323200296397e-01,5.050000000000001155e-01,1.122188750229425658e+00,7.343136855893663828e-01,2.158168400241943008e+00
5.055000000000000604e-01,-1.180354331584957173e+00,-4.466797601044746879e-01,5.055000000000000604e-01,1.121534091689431412e+00,7.336745714804824292e-01,2.163362375478298905e+00
5.060000000000000053e-01,-1.179959029521431724e+00,-4.469210854157689705e-01,5.060000000000001164e-01,1.120880114937200300e+00,7.330379441056626977e-01,2.168548389943750987e+00
5.065000000000000613e-01,-1.179565314559352984e+00,-4.471615065549962020e-01,5.065000000000001723e-01,1.120226821114349791e+00,7.324038080043567822e-01,2.173726228626807533e+00
5.070000000000000062e-01,-1.179173189532167765e+00,-4.474010218321658461e-01,5.069999999999998952e-01,1.119574211364333216e+00,7.317721677000019742e-01,2.178895675561061562e+00
5.075000000000000622e-01,-1.178782657266115752e+00,-4.476396295663306879e-01,5.075000000000000622e-01,1.118922286832446655e+00,7.311430276997850086e-01,2.184056513838266156e+00
5.080000000000000071e-01,-1.178393720580116710e+00,-4.478773280857066830e-01,5.080000000000000071e-01,1.118271048665822498e+00,7.305163924944100273e-01,2.189208525621632706e+00
5.085000000000000631e-01,-1.178006382285643028e+00,-4.481141157277899190e-01,5.084999999999999520e-01,1.117620498013432773e+00,7.298922665578531088e-01,2.194351492159471562e+00
5.090000000000000080e-01,-1.177620645186608250e+00,-4.483499908394772970e-01,5.090000000000001190e-01,1.116970636026085595e+00,7.292706543471310088e-01,2.199485193798988991e+00
5.095000000000000639e-01,-1.177236512079242292e+00,-4.485849517771863804e-01,5.095000000000000639e-01,1.116321463856428498e+00,7.286515603020559118e-01,2.204609410000433201e+00
